name,salary_from,salary_to,salary_currency,area_name,published_at
Слесарь-ремонтник,40000,,RUR,Краснодар,2022-12-19T08:48:07+0300
Руководитель аналитического отдела,100000,,RUR,Воронеж,2022-12-19T08:55:30+0300
Ведущий специалист (аналитика агрономических и телематических данных),70000,70000,RUR,Казань,2022-12-19T08:44:28+0300
Руководитель проекта,130000,150000,RUR,Владивосток,2022-12-19T08:31:10+0300
Разработчик СУБД (аккредитованная IT-компания),80000,100000,RUR,Чебоксары,2022-12-19T08:11:08+0300
Ведущий специалист по информационной безопасности,44000,60000,RUR,Самара,2022-12-19T08:15:22+0300
Аналитик 1С,100000,,RUR,Екатеринбург,2022-12-19T08:18:41+0300
Инженер по ремонту смартфонов,45000,60000,RUR,Самара,2022-12-19T08:52:52+0300
Менеджер по продукту (страхование),,80000,RUR,Краснодар,2022-12-19T08:38:36+0300
Оператор станков с ЧПУ,55000,75000,RUR,Набережные Челны,2022-12-19T08:30:31+0300
Электромеханик по средствам автоматики и приборам технологического оборудования,35000,,RUR,Тольятти,2022-12-19T08:31:29+0300
Токарь (станок 16к20),60000,,RUR,Краснодар,2022-12-19T08:47:13+0300
Механик-наладчик производственного оборудования,52000,52000,RUR,Люберцы,2022-12-19T08:56:23+0300
Графический дизайнер / 3D дизайнер (Зеленоград),80000,120000,RUR,Москва,2022-12-19T08:22:04+0300
Токарь-универсал,45000,45000,RUR,Чебоксары,2022-12-19T08:08:29+0300
Инженер связи,50000,,RUR,Киров (Кировская область),2022-12-19T08:22:23+0300
Инженер-наладчик,80000,,RUR,Мыски,2022-12-19T08:06:33+0300
Инженер технической поддержки,65000,,RUR,Владивосток,2022-12-19T08:13:12+0300
Главный механик,70000,,RUR,Тамбов,2022-12-19T08:09:46+0300
Механик-наладчик производственного оборудования,52000,52000,RUR,Малаховка (Московская область),2022-12-19T08:56:23+0300
Визуальный мерчендайзер в магазины одежды GUT,30000,,RUR,Пермь,2022-12-19T08:17:03+0300
Инженер-электронщик,80000,,RUR,Мыски,2022-12-19T08:15:04+0300
DevOps инженер (удаленный формат РФ),200000,260000,RUR,Москва,2022-12-19T08:22:03+0300
Токарь-расточник,134000,,RUR,Ижевск,2022-12-19T08:42:41+0300
Токарь,40000,,RUR,Тольятти,2022-12-19T08:32:57+0300
Фрезеровщик,75000,,RUR,Ломоносов,2022-12-19T08:46:46+0300
Системный администратор,37000,,RUR,Пермь,2022-12-19T08:59:26+0300
Токарь - расточник,50000,,RUR,Ижевск,2022-12-19T08:52:01+0300
Токарь,40000,,RUR,Альметьевск,2022-12-19T08:38:16+0300
Инженер-механик,78600,78600,RUR,Санкт-Петербург,2022-12-19T08:09:58+0300
Токарь,40000,,RUR,Киров (Кировская область),2022-12-19T08:31:36+0300
Системный аналитик 1С в девелоперскую компанию,230000,,RUR,Москва,2022-12-19T08:22:50+0300
Фрезеровщик 6 разряд,55000,95000,RUR,Красноярск,2022-12-19T08:46:17+0300
Инженер АСУ ТП,60000,,RUR,Мыски,2022-12-19T08:02:39+0300
Токарь,60000,,RUR,Мыски,2022-12-19T08:59:51+0300
Токарь,,70000,RUR,Набережные Челны,2022-12-19T08:48:26+0300
Ведущий программист 1С,200000,,RUR,Екатеринбург,2022-12-19T08:19:05+0300
Монтажник связи,45000,,RUR,Пенза,2022-12-19T08:32:46+0300
Инженер по разработке электросхем,60000,,RUR,Мыски,2022-12-19T08:10:04+0300
Бизнес-аналитик,60000,,RUR,Екатеринбург,2022-12-19T08:12:04+0300
Токарь-расточник,134000,,RUR,Кунгур,2022-12-19T08:43:25+0300
Оператор песчано-полимерного принтера,,58400,RUR,Альметьевск,2022-12-19T08:36:55+0300
Оператор станка с ЧПУ,50000,,RUR,Мыски,2022-12-19T08:19:21+0300
Токарь-универсал,78222,,RUR,Санкт-Петербург,2022-12-19T08:57:17+0300
"Web-программист/Web-разработчик (PHP, 1С-Битрикс, Bitrix)",150000,,RUR,Москва,2022-12-19T08:18:25+0300
Сервисный инженер,60000,,RUR,Москва,2022-12-19T08:55:45+0300
Токарь-расточник (инструментальное производство),50000,,RUR,Ижевск,2022-12-19T08:51:51+0300
Выездной инженер-механик по обслуживанию и ремонту спецтехники,100000,,RUR,Чита,2022-12-19T08:30:43+0300
Механик,60000,,RUR,Приозерск,2022-12-19T08:14:36+0300
Программист 1С,100000,,RUR,Казань,2022-12-19T08:15:07+0300
Техник ОПС,27000,,RUR,Барнаул,2022-12-19T08:05:28+0300
Сервисный инженер по ремонту банкоматов,40000,50000,RUR,Уссурийск,2022-12-19T08:40:17+0300
Токарь 5 разряда,122000,,RUR,Уфа,2022-12-19T08:15:13+0300
Тестировщик ПО (Middle QA Automation Engineer),70000,,RUR,Томск,2022-12-19T08:45:45+0300
"Дизайнер-иллюстатор (Детские товары, Игрушки)",40000,,RUR,Екатеринбург,2022-12-19T08:28:21+0300
Программист 1 С:ЗУП,140000,,RUR,Воронеж,2022-12-19T08:41:41+0300
Токарь 5 разряда,122000,,RUR,Иркутск,2022-12-19T08:15:13+0300
Токарь,60000,,RUR,Москва,2022-12-19T08:05:48+0300
Инженер-механик,49000,,RUR,Новосибирск,2022-12-19T08:26:20+0300
Инженер КИПиА,80000,,RUR,Москва,2022-12-19T08:34:11+0300
Инженер-программист бюро технологической подготовки и сопровождения производства,50000,50000,RUR,Энгельс,2022-12-19T08:19:49+0300
Начальник транспортной группы,61900,61900,RUR,Ростов-на-Дону,2022-12-19T08:03:18+0300
Специалист службы поддержки умных устройств Яндекса,13000,33800,RUR,Нижний Новгород,2022-12-19T08:45:10+0300
Менеджер-дизайнер в салон мебели,45000,250000,RUR,Сочи,2022-12-19T08:13:10+0300
"Мастер по ремонту холодильного оборудования, РЕФ-механик",90000,,RUR,Владивосток,2022-12-19T08:44:27+0300
Программист-разработчик 1C,8000000,,UZS,Ташкент,2022-12-19T08:58:27+0300
Технический писатель ПО (аналитик),100000,120000,RUR,Москва,2022-12-19T08:55:33+0300
Оператор Входящей линии,20000,40000,RUR,Димитровград,2022-12-19T08:38:52+0300
Мастер-механик,,85000,RUR,Москва,2022-12-19T08:29:31+0300
Оператор станков с ПУ / фрезерная/ токарная группа,60000,,RUR,Москва,2022-12-19T08:44:13+0300
Инженер-механик (Плавский р-н),70000,,RUR,Тула,2022-12-19T08:18:45+0300
Токарь,80000,120000,RUR,Санкт-Петербург,2022-12-19T08:41:27+0300
Токарь-карусельщик (5-6 разряд),73000,,RUR,Санкт-Петербург,2022-12-19T08:57:10+0300
Заместитель главного механика,45000,,RUR,Гиагинская,2022-12-19T08:56:11+0300
Инженер по гарантии в автосалон LADA,40000,,RUR,Челябинск,2022-12-19T08:34:16+0300
Ведущий графический дизайнер,70000,,RUR,Екатеринбург,2022-12-19T08:27:23+0300
Руководитель отдела разработки ПО,80000,,RUR,Челябинск,2022-12-19T08:13:02+0300
Токарь-расточник,60000,,RUR,Краснодар,2022-12-19T08:47:13+0300
Специалист службы поддержки умных устройств Яндекса,13000,33800,RUR,Воронеж,2022-12-19T08:45:07+0300
Оператор-наладчик станка холодной высадки (ХВО),67000,,RUR,Нижний Новгород,2022-12-19T08:28:46+0300
Оператор пульта управления,43000,120000,RUR,Южно-Сахалинск,2022-12-19T08:26:41+0300
Графический дизайнер (Игрушка),40000,,RUR,Екатеринбург,2022-12-19T08:27:57+0300
Наладчик станков с ПУ,76000,88000,RUR,Санкт-Петербург,2022-12-19T08:09:58+0300
Техник связи,45000,70000,RUR,Новокузнецк,2022-12-19T08:06:31+0300
Токарь-карусельщик (3-5 разряд),40974,83438,RUR,Санкт-Петербург,2022-12-19T08:57:06+0300
Программист 1C,130000,,RUR,Красноярск,2022-12-19T08:05:06+0300
Инженер-программист 1С,130000,170000,RUR,Москва,2022-12-19T08:51:36+0300
Специалист службы поддержки в Яндекс ТВ,13000,33800,RUR,Волгоград,2022-12-19T08:44:26+0300
Оператор станка с ЧПУ (автоматическая сварка),45000,,RUR,Краснодар,2022-12-19T08:48:07+0300
Фрезеровщик,40000,60000,RUR,Альметьевск,2022-12-19T08:40:18+0300
Наладчик ТПА на производство,45000,65000,RUR,Тверь,2022-12-19T08:51:58+0300
Графический дизайнер (Посуда и Хозтовары),45000,,RUR,Екатеринбург,2022-12-19T08:29:04+0300
Оператор станков с ЧПУ,115000,125000,RUR,Нижнекамск,2022-12-19T08:07:24+0300
Токарь-карусельщик,80000,,RUR,Краснодар,2022-12-19T08:47:13+0300
Продакт-менеджер,50000,,RUR,Владимир,2022-12-19T08:16:03+0300
Наладчик оборудования,50000,55000,RUR,Железнодорожный,2022-12-19T08:56:22+0300
Java-разработчик (Senior),130000,,RUR,Череповец,2022-12-19T08:49:52+0300
